,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Valdez-Cordova Census Area, Alaska",605.7503430493143,569.5949032426372,539.478688706705,531.4130445221398,522.0408786348122,519.42787840747,508.962548067256,542.3811835186192,542.3811835186192,542.3811835186192,542.3811834243181
"Wrangell City and Borough, Alaska",146.1282439812294,133.5431671221929,131.34344401830313,129.1437209144134,128.77043208349437,128.83710082680784,117.55852408144253,113.47747942731998,105.66347273976152,105.52026115577293,123.99858463515794
"Yakutat City and Borough, Alaska",36.00879447829666,33.67575547687089,34.035714876945406,29.27630926909138,26.036717846602507,23.583692378485228,20.59740332022388,36.359173966798764,35.02839172139244,36.38038120017512,30.945285137169048
"Yukon-Koyukuk Census Area, Alaska",371.1132407531952,365.3539551192756,361.58107851755176,345.7297513743374,341.1170126839548,342.23687917671197,329.4518392659169,373.82172874200916,378.4108206370453,366.6653372712662,357.54816389489565
"Apache County, Arizona",5548.42076642465,5365.75048596407,5215.9160341244315,5203.717597116249,5162.349486285731,5123.701097485677,5046.150887986792,5207.683067099764,5202.028364857303,5223.189992944862,5229.890777962499
"Cochise County, Arizona",7497.641614895132,7202.998834975143,7123.235572941527,7102.4915027038305,7021.4484210073215,7277.842695052591,6993.545366951579,8010.306242196761,8025.271679935109,8014.25858537938,7946.308281382265
"Coconino County, Arizona",10049.278699987439,10083.007751598596,10220.270391242771,10283.302346217439,10263.251579096384,10493.755823801614,10780.266139670088,13748.650532720025,13165.122849895928,13433.270426104147,13912.919906671894
"Gila County, Arizona",2691.5275008637595,2615.0571695650992,2562.3971309692815,2569.649550337786,2570.0761784811743,2571.3560197331562,2565.7967403291773,2887.0941369815796,2920.473879362752,2968.46900021909,2913.4184285852175
"Graham County, Arizona",2585.7674876869814,2638.9341094221636,2655.3053275464954,2672.716457167609,2616.8301781692376,2687.9146206103514,2686.3281808598545,3037.663433462436,3065.099607062275,3133.300937096571,3132.0555757877023
"Greenlee County, Arizona",644.2254708374819,645.078683946076,670.7954522742284,657.8104277225838,625.761165056016,611.5229581140785,600.3643894244955,690.2284822227623,685.3264820319179,676.7928410463882,667.4291010911576
"La Paz County, Arizona",875.276351741882,871.8634561293235,845.2401569691989,857.2520035346487,858.9051336175498,880.3291127737699,872.2101292767354,763.4159996196461,759.5182581018182,759.5026382293858,834.3513239928185
"Maricopa County, Arizona",252845.75286290157,256755.05988105352,260453.20594709928,264919.6290816562,267509.57049468113,271217.8500585869,274265.9315426998,315156.4414235909,318069.71396241954,322880.83586405485,329674.54079615086
"Mohave County, Arizona",9932.441757066146,9742.145746817052,9701.764100225391,9566.127867035157,9428.905237272607,9291.082718354779,9152.473482358946,10489.433975867414,10634.757717404746,10809.648661499956,10463.459897329092
"Navajo County, Arizona",7525.358359166325,7399.174290037576,7329.28977703065,7279.469403753805,7285.415430954093,7347.154431136839,7294.6144005968035,7851.0973757012,7958.125563215974,8023.070075743286,7914.369311811299
"Pima County, Arizona",59780.82395883502,59461.67758309554,59225.6803607151,59177.47291333771,59565.47750067636,59687.595834328444,59660.119386826984,75560.11316169557,75390.88615470579,76582.80009517458,77279.04580879332
"Pinal County, Arizona",22600.912880598666,23012.44756193424,23686.415893709454,24334.92073793166,24964.534864119923,25706.61482983248,26247.666585680654,27822.938262236672,29059.667267907895,30128.7054393981,30693.51883441001
"Santa Cruz County, Arizona",3555.911872532949,3486.6272702703886,3445.512440215008,3376.161190798226,3349.897829449085,3283.5195612488105,3228.0865476664258,3702.791424339851,3722.4696306244264,3775.4767725804604,3646.9436755420543
"Yavapai County, Arizona",10373.30591427055,10273.438481036137,10202.96742989387,10236.749799228406,10278.037976652038,10306.927754015729,10181.956835806557,11766.097912403788,12000.471183731637,12118.439953800924,12043.882125981683
"Yuma County, Arizona",13851.987397288518,13615.790578870867,13530.188097796441,13346.544639349668,13381.26028473423,13421.121997166589,13424.214878493427,15631.924040095011,15570.864050497286,15528.826912789778,15537.367886433483
"Arkansas County, Arkansas",1084.956614391622,1039.9756233076969,1014.6988125537769,991.8083585246608,963.4519311074771,946.0674603480529,937.08193431158,1047.886904197953,1043.2610532577653,1042.3971492420887,1011.1585841253916
"Ashley County, Arkansas",1271.9730449256936,1232.884633784133,1198.888928788812,1180.3979209674758,1160.9203841400088,1128.764421259412,1098.7282264867292,1233.824676388339,1219.0349374737611,1202.8832366215565,1192.8300410475092
"Baxter County, Arkansas",1832.8090656343963,1809.971950917749,1836.4752852002728,1823.9568770845501,1860.3789702753902,1888.52208362088,1928.7170102352623,2195.137855930732,2254.411037437862,2279.3166024464886,2307.9030322272383
"Benton County, Arkansas",15349.59983326483,15774.22628254426,16241.247359952866,16693.203719350815,17153.1857130517,17516.953206831386,17778.70692676342,20657.135580461323,21200.38962599027,21771.24263848866,22499.36017636329
"Boone County, Arkansas",2121.666009004232,2099.548791498643,2075.405198257415,2067.7528311963024,2096.749157650386,2073.4054813834664,2093.4029307811415,2438.4328252697915,2502.51803626112,2545.473011047096,2520.234394260226
"Bradley County, Arkansas",602.2574708516888,591.8854465273866,601.8841820207697,606.9368782853849,617.4022302146896,634.2534373839695,648.2650008233686,699.9220517107085,708.6526976508385,714.8429667228831,729.8919829726135
"Calhoun County, Arkansas",266.47307248008383,263.9133899761195,256.50099584838966,255.42113923725697,258.11413763875726,266.2597799974807,247.8620997811466,278.97938967431946,278.3735568452,276.7900865922092,274.9152878373251
"Carroll County, Arkansas",1555.9106511066323,1555.6040094299356,1570.5087526813716,1577.881158516568,1553.004317044347,1549.471434965097,1558.483663041441,1769.989934072437,1808.1179401083527,1847.688556099471,1825.0403707034206
"Chicot County, Arkansas",601.0175963031493,603.4172824587977,585.086270985777,594.7517275298655,582.0200053424485,581.0334763363184,564.0622827003469,671.9831044166943,661.3584700587752,668.4013403113074,659.0957583624945
"Clark County, Arkansas",1659.5238487101706,1681.8010193858936,1679.0013639485464,1675.0951930383776,1622.568513518277,1679.0547248501066,1671.9622802408264,2104.515551673388,2089.6452992416002,2121.0698348356877,2138.338575930721
"Clay County, Arkansas",880.9023214782655,855.9854701244201,870.4769794305853,847.6265352830937,816.5637800335651,791.4336146080257,782.9946600034502,914.8376658330845,906.5080984815294,877.4369524916444,865.670655758316
"Cleburne County, Arkansas",1288.3843376989228,1290.864022028729,1272.333004325768,1263.054166043443,1270.1066007710983,1239.0438886997517,1241.8835324296326,1370.407240646362,1401.9034955378206,1405.168005094308,1381.9551636511085
"Cleveland County, Arkansas",507.44273388189094,499.4037485590146,484.8189116478469,506.57616975336134,498.29721149710196,487.85854001857706,476.7532674632814,497.1186466445694,492.15857489067895,498.8844468209144,489.37548546085463
"Columbia County, Arkansas",1761.271098708205,1735.2210298416671,1731.3415177931874,1730.648257854727,1702.57179166346,1728.4352053199927,1727.3020309854821,1970.5506404339362,1943.794784997797,1929.679543488155,1943.0046040560464
"Conway County, Arkansas",1219.7396560623545,1184.584096281743,1175.6518879686478,1182.8509680246837,1159.3205933695767,1153.374652525652,1156.6942421222989,1298.6097649258963,1305.2037589441286,1316.728383764318,1294.184297749187
"Craighead County, Arkansas",6502.26040758778,6617.765853893713,6715.633548665085,6798.009789336955,6883.279077818447,7077.561235562776,7251.592641545204,8655.01714234335,8589.84566020639,8684.024836736386,9020.126062242396
"Crawford County, Arkansas",3997.0031050217085,3979.538592909945,3960.954257483606,3971.006310700367,3972.086188900591,3934.864243502717,3899.5886972554126,4178.938761891045,4241.607319585771,4311.9221141624685,4234.699981786357
"Crittenden County, Arkansas",3410.4902826882962,3347.111611388037,3253.883357346918,3252.3768941814883,3223.5538287392924,3212.021928040608,3172.706916574691,3643.6591163303306,3588.7485808117026,3573.4352224806944,3537.233051035183
"Cross County, Arkansas",1097.9683193940466,1039.6023344767777,1018.4716675664099,998.0475684362556,993.594804505098,983.8093830834089,944.3610341308647,1096.2905206335372,1112.8767710000939,1136.0505512434092,1079.9959780765898
"Dallas County, Arkansas",477.57982171018654,455.70257713798054,443.0108432430971,431.9988982928038,410.6282584490528,397.7632203640998,384.72487808907727,374.34597672037876,367.44308998510496,364.75337769484355,410.7950941686667
"Desha County, Arkansas",763.8370942835245,737.0938086567083,741.0133089977219,732.3877423613231,734.3874808243636,718.0695372452277,728.7748405188246,816.3249583583134,802.8959562895354,788.9826493176507,792.2382949867778
"Drew County, Arkansas",1266.6402794897074,1256.5615242330753,1240.1102431673123,1227.4584975649627,1181.2776849923043,1162.1067898415338,1141.589384695468,1325.471596147307,1313.4238575511342,1323.2919624446163,1280.5955889551203
"Faulkner County, Arkansas",7675.912405969751,7754.702490017175,7806.3226171162105,7860.6490936366845,7888.8055795912005,8008.430510878998,7976.487818891912,10687.59025335958,10904.762765427293,10997.64930918602,11332.13359523244
